Name,B_cells,CD8_T_cells,Macrophages,NK_cells,T_cells,Risk_Group
TCGA-DD-A4NO,0.18128556825830133,0.29146036492446376,0.2366898694281617,0.29608453269119933,0.32741719188110746,Low_Immune
TCGA-DD-A4NP,0.2676695940719731,0.28888877244396843,0.2886020175393082,0.28664928687138747,0.30422032041718594,Low_Immune
TCGA-DD-A4NQ,0.06540776548666602,0.2737189944416656,0.24027635573937206,0.2665399707702933,0.3342288733296983,Low_Immune
TCGA-DD-A4NR,0.3162673001958753,0.45307068453541577,0.380575110666119,0.34110838126201515,0.4349365067889724,High_Immune
TCGA-DD-A4NS,0.3129759532807303,0.39957371179680895,0.2796846281772589,0.38848012195668363,0.38989921173452846,High_Immune
TCGA-DD-A4NV,0.26647352683382,0.3092020488347266,0.2524469535669193,0.30997818929833,0.3255705706115986,Low_Immune
TCGA-DD-A73A,0.2546369620415481,0.37944773034316787,0.30618396099689726,0.2945082788273915,0.3902945850280022,High_Immune
TCGA-DD-A73B,0.14713184940577068,0.2623407968644969,0.016966968932547326,0.3034192651600884,0.2977821101396647,Low_Immune
TCGA-DD-A73C,0.2492281412248454,0.3550112935863136,0.3014693954284146,0.3408876712448211,0.34632303015835325,High_Immune
TCGA-DD-A73D,-0.013298243032952987,0.21543151185290568,0.23076864244470924,0.03865895635991123,0.23758349127696055,Low_Immune
TCGA-DD-A73E,-0.011303708657668957,0.25441034703290344,0.014221469302442242,0.30867225230897744,0.21134866863991383,Low_Immune
TCGA-DD-A73F,0.3137000641363198,0.4609200001532447,0.29689143809385515,0.3404732163254179,0.4413879833004048,High_Immune
TCGA-DD-A73G,0.24014305796667226,0.31413208566758755,0.04011932495604444,0.2963692106965515,0.33028390311189343,Low_Immune
TCGA-DD-AA3A,0.16088047147257367,0.26548293753233515,0.22999008973433205,0.2702641494235852,0.28602947374025905,Low_Immune
TCGA-DD-AAC8,0.191306605578347,0.2764509361348243,0.04498841307006597,0.4003465508650872,0.3108483078370616,Low_Immune
TCGA-DD-AAC9,0.3993597628744307,0.33472597480189265,0.0666429178630264,0.2810842986348075,0.39477793828735397,High_Immune
TCGA-DD-AACA,0.30708977719262565,0.333427949332598,0.021574157325511704,0.22316124038422042,0.31274983995516215,High_Immune
TCGA-DD-AACA,0.15876606122351675,0.2440907958704944,0.24140220834603943,0.28156773069393154,0.24265100638293008,Low_Immune
TCGA-DD-AACA,0.15305052350697734,0.264759112199056,0.29050808669284467,0.23246614327029888,0.23650082058907043,Low_Immune
TCGA-DD-AACB,0.4069308977297568,0.46492781603747957,0.30617523167427996,0.3103501076716704,0.42667115681419737,High_Immune
TCGA-DD-AACC,0.5064723030669399,0.5287864926164375,0.3276571934695795,0.3768128567931682,0.49804388603866906,High_Immune
TCGA-DD-AACD,0.26160808019990855,0.324309326130198,0.3629227235922461,0.29043075010657443,0.3579895941215359,High_Immune
TCGA-DD-AACE,0.2991556890594507,0.3274097242812764,0.0011083102883752167,-0.040438892316270986,0.31796827729712923,High_Immune
TCGA-DD-AACF,0.2725174331164054,0.3161024578323438,0.3029273356213136,0.30023855919594583,0.3257024513289343,Low_Immune
TCGA-DD-AACG,0.27149094764250276,0.32805400596083834,0.03711675214100949,0.2655318705456748,0.3559684287589344,High_Immune
TCGA-DD-AACH,0.16740358395440308,0.2579933754844463,0.27401064737419906,0.4394704277761679,0.30668859584484437,Low_Immune
TCGA-DD-AACI,0.3201695695132089,0.46224838691323655,0.05623598368727546,0.3484088466175661,0.4486292886527398,High_Immune
TCGA-DD-AACJ,0.15033985982158768,0.2574653643959675,0.2421361806286667,0.19717849159244166,0.2816955530704259,Low_Immune
TCGA-DD-AACK,0.18368129862357147,0.2953357300058418,0.27710401602918794,0.24167360310287517,0.3460319725475623,Low_Immune
TCGA-DD-AACL,0.3855621790312658,0.3889014135108892,0.08890652551229733,0.27730391555025813,0.4023159252055063,High_Immune
TCGA-DD-AACN,0.3405114249400188,0.3435491465795802,0.042366137695425146,0.30551499084809747,0.3509067289769338,High_Immune
TCGA-DD-AACO,0.1938607694073698,0.33989527885906984,0.010361373458118437,0.2609570614217911,0.3738817430425092,High_Immune
TCGA-DD-AACP,0.3164530625900905,0.3839918425512507,0.2624600462162652,0.2833780369824774,0.3324879087740328,High_Immune
TCGA-DD-AACQ,0.052346955336952605,0.29740275035948605,0.25135229746282645,0.23405296565557498,0.28506892461804945,Low_Immune
